created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,cleaned_text,tokens,normalisasi,Stopwords,Stemmer,label,sentiment,score
Sun Aug 27 20:46:52 +0000 2023,1695900712012767615,Cocoki ini bener bener bikin stres jancokkkk,0,0,0,1,in,1300429987959332864,1695900712012767615,inhyukbb_,https://twitter.com/inhyukbb_/status/1695900712012767615,cocoki ini bener bener bikin stres jancokkkk,"['cocoki', 'ini', 'bener', 'bener', 'bikin', 'stres', 'jancokkkk']","['cocoki', 'ini', 'benar', 'benar', 'bikin', 'stres', 'jancokkkk']","['cocoki', 'bikin', 'stres', 'jancokkkk']",cocok bikin stres jancokkkk,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9839994311332703}",0.9839994311332703
Sun Aug 27 20:35:43 +0000 2023,1695897904177987626,cocoki hari ini cuma sekali percobaan woyy!! 😭🤟 https://t.co/nkojIjhCKB,0,0,0,0,in,1310568863717707776,1695897904177987626,deeyri,https://twitter.com/deeyri/status/1695897904177987626,cocoki hari ini cuma sekali percobaan woyy,"['cocoki', 'hari', 'ini', 'cuma', 'sekali', 'percobaan', 'woyy']","['cocoki', 'hari', 'ini', 'cuma', 'sekali', 'percobaan', 'woyy']","['cocoki', 'percobaan', 'woyy']",cocok coba woyy,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9892459511756897}",0.9892459511756897
Sun Aug 27 20:33:22 +0000 2023,1695897313322131677,@ShopeeID Emang boleh cocoki hari ini se ez ini https://t.co/JH6nOvJEmJ,0,1,0,0,in,272354646,1682288650627985411,apdillah_akbar,https://twitter.com/apdillah_akbar/status/1695897313322131677,emang boleh cocoki hari ini se ez ini,"['emang', 'boleh', 'cocoki', 'hari', 'ini', 'se', 'ez', 'ini']","['emang', 'boleh', 'cocoki', 'hari', 'ini', 'se', 'mudah', 'ini']","['emang', 'cocoki', 'mudah']",emang cocok mudah,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9793861508369446}",0.9793861508369446
Sun Aug 27 20:02:46 +0000 2023,1695889612378624175,jd kecanduan cocoki,0,0,0,0,in,1206140097474646016,1695889612378624175,cintanau,https://twitter.com/cintanau/status/1695889612378624175,jd kecanduan cocoki,"['jd', 'kecanduan', 'cocoki']","['jadi', 'kecanduan', 'cocoki']","['kecanduan', 'cocoki']",candu cocok,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.8513793349266052}",0.8513793349266052
Sun Aug 27 19:54:14 +0000 2023,1695887464274260092,kalo udah pusing main puzzle ya main cocoki biar makin pusing,0,0,0,0,in,1412356604066861064,1695887464274260092,iwuffyoubb,https://twitter.com/iwuffyoubb/status/1695887464274260092,kalo udah pusing main puzzle ya main cocoki biar makin pusing,"['kalo', 'udah', 'pusing', 'main', 'puzzle', 'ya', 'main', 'cocoki', 'biar', 'makin', 'pusing']","['kalau', 'sudah', 'pusing', 'main', 'puzzle', 'ya', 'main', 'cocoki', 'biar', 'makin', 'pusing']","['pusing', 'main', 'puzzle', 'ya', 'main', 'cocoki', 'pusing']",pusing main puzzle ya main cocok pusing,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9939646124839783}",0.9939646124839783
Sun Aug 27 19:40:49 +0000 2023,1695884087947563343,"@Sidooeellll Itu ga perlu mikir.  Ngerjain cocoki dpt 10k, ngerjain skripsi dpt puyeng doang, keluar 10k pula buat print",0,0,0,1,in,478420903,1695725714115641628,aaaralk,https://twitter.com/aaaralk/status/1695884087947563343,itu ga perlu mikir ngerjain cocoki dpt 10k ngerjain skripsi dpt puyeng doang keluar 10k pula buat print,"['itu', 'ga', 'perlu', 'mikir', 'ngerjain', 'cocoki', 'dpt', '10k', 'ngerjain', 'skripsi', 'dpt', 'puyeng', 'doang', 'keluar', '10k', 'pula', 'buat', 'print']","['itu', 'tidak', 'perlu', 'mikir', 'ngerjain', 'cocoki', 'dapat', '10k', 'ngerjain', 'skripsi', 'dapat', 'puyeng', 'doang', 'keluar', '10k', 'pula', 'buat', 'print']","['mikir', 'ngerjain', 'cocoki', '10k', 'ngerjain', 'skripsi', 'puyeng', 'doang', '10k', 'print']",mikir ngerjain cocok 10k ngerjain skripsi puyeng doang 10k print,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9874239563941956}",0.9874239563941956
Sun Aug 27 19:35:11 +0000 2023,1695882669492683128,ya allah nangis pertama kali menang cocoki selama masa periode😭😭😭 https://t.co/HnGggdCOmh,0,0,0,0,in,2605288183,1695882669492683128,zupperkeju,https://twitter.com/zupperkeju/status/1695882669492683128,ya allah nangis pertama kali menang cocoki selama masa periode,"['ya', 'allah', 'nangis', 'pertama', 'kali', 'menang', 'cocoki', 'selama', 'masa', 'periode']","['ya', 'allah', 'nangis', 'pertama', 'kali', 'menang', 'cocoki', 'selama', 'masa', 'periode']","['ya', 'allah', 'nangis', 'kali', 'menang', 'cocoki', 'periode']",ya allah nang kali menang cocok periode,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9388576745986938}",0.9388576745986938
Sun Aug 27 19:14:33 +0000 2023,1695877480668930292,malem malem gini enaknya main cocoki,0,2,0,0,in,1561012242421673989,1695877480668930292,sonofathenaaa,https://twitter.com/sonofathenaaa/status/1695877480668930292,malem malem gini enaknya main cocoki,"['malem', 'malem', 'gini', 'enaknya', 'main', 'cocoki']","['malem', 'malem', 'gini', 'enaknya', 'main', 'cocoki']","['malem', 'malem', 'gini', 'enaknya', 'main', 'cocoki']",malem malem gin enak main cocok,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.851017415523529}",0.851017415523529
Sun Aug 27 19:09:42 +0000 2023,1695876257324708295,Ikutan emosi main shopee cocoki 🙏🏻,0,0,0,0,in,1506834327698505734,1695876257324708295,kantinque,https://twitter.com/kantinque/status/1695876257324708295,ikutan emosi main shopee cocoki,"['ikutan', 'emosi', 'main', 'shopee', 'cocoki']","['ikutan', 'emosi', 'main', 'shopee', 'cocoki']","['ikutan', 'emosi', 'main', 'shopee', 'cocoki']",ikut emosi main shopee cocok,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9801701903343201}",0.9801701903343201
Sun Aug 27 19:09:40 +0000 2023,1695876249045110832,kapan ak menang cocoki😔,0,0,0,2,in,1596213178870165504,1695876249045110832,alfarkive,https://twitter.com/alfarkive/status/1695876249045110832,kapan ak menang cocoki,"['kapan', 'ak', 'menang', 'cocoki']","['kapan', 'saya', 'menang', 'cocoki']","['menang', 'cocoki']",menang cocok,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.7033474445343018}",0.7033474445343018
Sun Aug 27 19:04:32 +0000 2023,1695874958478762111,Hpku ngelag ketoke kebanyakan main cocoki sama liatin video yeji,0,2,0,0,in,177475631,1695874958478762111,freckledshadow,https://twitter.com/freckledshadow/status/1695874958478762111,hpku ngelag ketoke kebanyakan main cocoki sama liatin video yeji,"['hpku', 'ngelag', 'ketoke', 'kebanyakan', 'main', 'cocoki', 'sama', 'liatin', 'video', 'yeji']","['hpku', 'ngelag', 'ketoke', 'kebanyakan', 'main', 'cocoki', 'sama', 'liatin', 'video', 'yeji']","['hpku', 'ngelag', 'ketoke', 'kebanyakan', 'main', 'cocoki', 'liatin', 'video', 'yeji']",hpku ngelag toke banyak main cocok liatin video yeji,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9904305338859558}",0.9904305338859558
Sun Aug 27 19:02:05 +0000 2023,1695874340821377388,Merasa dekat akan tetapi sebenarnya tidak begitu dekat.  Begitulah yang diajarkan shopee cocoki,0,1,1,0,in,1148527315413897216,1695874340821377388,Misbahuddin00,https://twitter.com/Misbahuddin00/status/1695874340821377388,merasa dekat akan tetapi sebenarnya tidak begitu dekat begitulah yang diajarkan shopee cocoki,"['merasa', 'dekat', 'akan', 'tetapi', 'sebenarnya', 'tidak', 'begitu', 'dekat', 'begitulah', 'yang', 'diajarkan', 'shopee', 'cocoki']","['merasa', 'dekat', 'akan', 'tetapi', 'sebenarnya', 'tidak', 'begitu', 'dekat', 'begitulah', 'yang', 'diajarkan', 'shopee', 'cocoki']","['diajarkan', 'shopee', 'cocoki']",ajar shopee cocok,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9772351384162903}",0.9772351384162903
Sun Aug 27 18:57:46 +0000 2023,1695873254517588304,hidup lagi pusing pusingnya malah main shopee cocoki,0,0,0,0,in,1555660138190893056,1695873254517588304,amatirlover,https://twitter.com/amatirlover/status/1695873254517588304,hidup lagi pusing pusingnya malah main shopee cocoki,"['hidup', 'lagi', 'pusing', 'pusingnya', 'malah', 'main', 'shopee', 'cocoki']","['hidup', 'lagi', 'pusing', 'pusingnya', 'malah', 'main', 'shopee', 'cocoki']","['hidup', 'pusing', 'pusingnya', 'main', 'shopee', 'cocoki']",hidup pusing pusing main shopee cocok,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9934791326522827}",0.9934791326522827
Sun Aug 27 18:53:16 +0000 2023,1695872122562957689,"@dorinoring @Stray_Kids yasuda selamat menghadapi stress nya cocoki, ak muk tidur duluan yh",0,1,0,0,in,1364098105570775046,1695867484040225164,le3know,https://twitter.com/le3know/status/1695872122562957689,yasuda selamat menghadapi stress nya cocoki ak muk tidur duluan yh,"['yasuda', 'selamat', 'menghadapi', 'stress', 'nya', 'cocoki', 'ak', 'muk', 'tidur', 'duluan', 'yh']","['yasuda', 'selamat', 'menghadapi', 'stress', 'nya', 'cocoki', 'saya', 'muk', 'tidur', 'duluan', 'yh']","['yasuda', 'selamat', 'menghadapi', 'stress', 'cocoki', 'muk', 'tidur', 'duluan', 'yh']",yasuda selamat hadap stress cocok muk tidur duluan yh,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9883827567100525}",0.9883827567100525
Sun Aug 27 18:51:06 +0000 2023,1695871579551617430,@D0YUNIVERSE Masih main cocoki☺️,0,0,0,0,in,1514806739488542727,1695861973538504991,kimdobbysa,https://twitter.com/kimdobbysa/status/1695871579551617430,masih main cocoki,"['masih', 'main', 'cocoki']","['masih', 'main', 'cocoki']","['main', 'cocoki']",main cocok,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.6636968851089478}",0.6636968851089478
Sun Aug 27 18:47:44 +0000 2023,1695870730205102248,"@le3know @Stray_Kids Bentar lg, mau coba main cocoki",0,1,0,0,in,1534483049827938305,1695867484040225164,dorinoring,https://twitter.com/dorinoring/status/1695870730205102248,bentar lg mau coba main cocoki,"['bentar', 'lg', 'mau', 'coba', 'main', 'cocoki']","['bentar', 'Sedang', 'mau', 'coba', 'main', 'cocoki']","['bentar', 'Sedang', 'coba', 'main', 'cocoki']",bentar sedang coba main cocok,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.8748472929000854}",0.8748472929000854
Sun Aug 27 18:47:18 +0000 2023,1695870620557533426,jam segini mau buka cocoki apa lupa besok senin?????,0,1,0,0,in,301857603,1695870620557533426,14_0852,https://twitter.com/14_0852/status/1695870620557533426,jam segini mau buka cocoki apa lupa besok senin,"['jam', 'segini', 'mau', 'buka', 'cocoki', 'apa', 'lupa', 'besok', 'senin']","['jam', 'segini', 'mau', 'buka', 'cocoki', 'apa', 'lupa', 'besok', 'senin']","['jam', 'segini', 'buka', 'cocoki', 'lupa', 'besok', 'senin']",jam gin buka cocok lupa besok senin,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.947777271270752}",0.947777271270752
Sun Aug 27 18:46:45 +0000 2023,1695870483701625318,"Cocoki 28 agustus. Kemenangan ke 14 setelah 2hr frustasi gk menang. Hari ini gampang gaes, 3x percobaan sambil jaga malem https://t.co/vBHkjXMmqC",2,1,2,9,in,105425672,1695870483701625318,smirk_bin,https://twitter.com/smirk_bin/status/1695870483701625318,cocoki 28 agustus kemenangan ke 14 setelah 2hr frustasi gk menang hari ini gampang gaes 3x percobaan sambil jaga malem,"['cocoki', '28', 'agustus', 'kemenangan', 'ke', '14', 'setelah', '2hr', 'frustasi', 'gk', 'menang', 'hari', 'ini', 'gampang', 'gaes', '3x', 'percobaan', 'sambil', 'jaga', 'malem']","['cocoki', '28', 'agustus', 'kemenangan', 'ke', '14', 'setelah', '2hr', 'frustasi', 'tidak', 'menang', 'hari', 'ini', 'gampang', 'gaes', '3x', 'percobaan', 'sambil', 'jaga', 'malem']","['cocoki', '28', 'agustus', 'kemenangan', '14', '2hr', 'frustasi', 'menang', 'gampang', 'gaes', '3x', 'percobaan', 'jaga', 'malem']",cocok 28 agustus menang 14 2hr frustasi menang gampang gaes 3x coba jaga malem,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9884042739868164}",0.9884042739868164
Sun Aug 27 18:46:29 +0000 2023,1695870413967069392,Idup lagi stres2 nya di tambah main shopee cocoki🙏,0,0,0,0,in,1620495299063193600,1695870413967069392,sahabatrosul2,https://twitter.com/sahabatrosul2/status/1695870413967069392,idup lagi stres2 nya di tambah main shopee cocoki,"['idup', 'lagi', 'stres2', 'nya', 'di', 'tambah', 'main', 'shopee', 'cocoki']","['hidup', 'lagi', 'stres2', 'nya', 'di', 'tambah', 'main', 'shopee', 'cocoki']","['hidup', 'stres2', 'main', 'shopee', 'cocoki']",hidup stres2 main shopee cocok,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9932530522346497}",0.9932530522346497
Sun Aug 27 18:45:23 +0000 2023,1695870138933981495,"kl main shopee cocoki jam segini, stress ga yahh???",0,0,0,0,in,1150420949168115713,1695870138933981495,veachyjh,https://twitter.com/veachyjh/status/1695870138933981495,kl main shopee cocoki jam segini stress ga yahh,"['kl', 'main', 'shopee', 'cocoki', 'jam', 'segini', 'stress', 'ga', 'yahh']","['kl', 'main', 'shopee', 'cocoki', 'jam', 'segini', 'stress', 'tidak', 'yahh']","['kl', 'main', 'shopee', 'cocoki', 'jam', 'segini', 'stress', 'yahh']",kl main shopee cocok jam gin stress yahh,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.990390419960022}",0.990390419960022
Sun Aug 27 18:38:45 +0000 2023,1695868470632890785,"-ness lagi gabisa tidur malah nekat main cocoki, tambah gila lah aku https://t.co/xtmkqNpiV2",0,3,0,6,in,1187284958370398209,1695868470632890785,unnesmenfess,https://twitter.com/unnesmenfess/status/1695868470632890785,ness lagi gabisa tidur malah nekat main cocoki tambah gila lah aku,"['ness', 'lagi', 'gabisa', 'tidur', 'malah', 'nekat', 'main', 'cocoki', 'tambah', 'gila', 'lah', 'aku']","['ness', 'lagi', 'gabisa', 'tidur', 'malah', 'nekat', 'main', 'cocoki', 'tambah', 'gila', 'lah', 'saya']","['ness', 'gabisa', 'tidur', 'nekat', 'main', 'cocoki', 'gila']",ness gabisa tidur nekat main cocok gila,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9788805842399597}",0.9788805842399597
Sun Aug 27 18:37:59 +0000 2023,1695868277162147978,"@sosmedkeras Nyiram tanaman shopee, shopee cocoki, shopee pet 🙂",0,0,0,0,in,1216031384214458368,1695425332596408618,el_lily14,https://twitter.com/el_lily14/status/1695868277162147978,nyiram tanaman shopee shopee cocoki shopee pet,"['nyiram', 'tanaman', 'shopee', 'shopee', 'cocoki', 'shopee', 'pet']","['nyiram', 'tanaman', 'shopee', 'shopee', 'cocoki', 'shopee', 'pet']","['nyiram', 'tanaman', 'shopee', 'shopee', 'cocoki', 'shopee', 'pet']",nyiram tanam shopee shopee cocok shopee pet,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9747878313064575}",0.9747878313064575
Sun Aug 27 18:34:41 +0000 2023,1695867444819374245,"Tidur!!! Jangan buka Shopee mulu, apalagi Shopee Cocoki😭 https://t.co/BBuwzBvGBg",0,0,0,0,in,1608498782328741894,1695867444819374245,diskonshopeetwt,https://twitter.com/diskonshopeetwt/status/1695867444819374245,tidur jangan buka shopee mulu apalagi shopee cocoki,"['tidur', 'jangan', 'buka', 'shopee', 'mulu', 'apalagi', 'shopee', 'cocoki']","['tidur', 'jangan', 'buka', 'shopee', 'mulu', 'apalagi', 'shopee', 'cocoki']","['tidur', 'buka', 'shopee', 'mulu', 'shopee', 'cocoki']",tidur buka shopee mulu shopee cocok,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9837433695793152}",0.9837433695793152
Sun Aug 27 18:34:30 +0000 2023,1695867400548385173,"yang mau order masih bisa dm aku yaa, daci kosplei warung madura 😎 kalo belum dibales berarti aku sibuk main cocoki atauga ketiduran gara gara main cocoki",0,0,0,0,in,2756404269,1695867400548385173,dcaffodil,https://twitter.com/dcaffodil/status/1695867400548385173,yang mau order masih bisa dm aku yaa daci kosplei warung madura kalo belum dibales berarti aku sibuk main cocoki atauga ketiduran gara gara main cocoki,"['yang', 'mau', 'order', 'masih', 'bisa', 'dm', 'aku', 'yaa', 'daci', 'kosplei', 'warung', 'madura', 'kalo', 'belum', 'dibales', 'berarti', 'aku', 'sibuk', 'main', 'cocoki', 'atauga', 'ketiduran', 'gara', 'gara', 'main', 'cocoki']","['yang', 'mau', 'order', 'masih', 'bisa', 'dm', 'saya', 'yaa', 'daci', 'kosplei', 'warung', 'madura', 'kalau', 'belum', 'dibales', 'berarti', 'saya', 'sibuk', 'main', 'cocoki', 'atauga', 'ketiduran', 'gara', 'gara', 'main', 'cocoki']","['order', 'dm', 'yaa', 'daci', 'kosplei', 'warung', 'madura', 'dibales', 'sibuk', 'main', 'cocoki', 'atauga', 'ketiduran', 'gara', 'gara', 'main', 'cocoki']",order dm yaa daci kosplei warung madura dibales sibuk main cocok atauga tidur gara gara main cocok,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9966248273849487}",0.9966248273849487
Sun Aug 27 18:33:02 +0000 2023,1695867032305356881,@ciloqciliq w baru kelar maraton sopi cocoki cil dari jam 22.02 :(,0,0,0,0,in,1221912718996697088,1695866242849206370,ahmadshbrn_,https://twitter.com/ahmadshbrn_/status/1695867032305356881,baru kelar maraton sopi cocoki cil dari jam 2202,"['baru', 'kelar', 'maraton', 'sopi', 'cocoki', 'cil', 'dari', 'jam', '2202']","['baru', 'kelar', 'marathon', 'shopee', 'cocoki', 'cil', 'dari', 'jam', '2202']","['kelar', 'marathon', 'shopee', 'cocoki', 'cil', 'jam', '2202']",kelar marathon shopee cocok cil jam 2202,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9789091348648071}",0.9789091348648071
Sun Aug 27 18:33:01 +0000 2023,1695867025091142129,Shopee cocoki,0,1,0,0,en,104778322,1695867025091142129,rgntj,https://twitter.com/rgntj/status/1695867025091142129,shopee cocoki,"['shopee', 'cocoki']","['shopee', 'cocoki']","['shopee', 'cocoki']",shopee cocok,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9837207794189453}",0.9837207794189453
Sun Aug 27 18:28:01 +0000 2023,1695865770214134153,"@convomfs aku gak main cocoki aja udah stress, nder 🙏",0,0,0,0,in,1216724494061957120,1695821376803033138,pageofnyang,https://twitter.com/pageofnyang/status/1695865770214134153,aku gak main cocoki aja udah stress nder,"['aku', 'gak', 'main', 'cocoki', 'aja', 'udah', 'stress', 'nder']","['saya', 'tidak', 'main', 'cocoki', 'saja', 'sudah', 'stress', 'nder']","['main', 'cocoki', 'stress', 'nder']",main cocok stress nder,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9870564937591553}",0.9870564937591553
Sun Aug 27 18:26:55 +0000 2023,1695865489640300652,Abcdefu shopee cocoki https://t.co/BVhnQDqBBY,0,0,0,0,en,1644038004317753344,1695865489640300652,aisyariin,https://twitter.com/aisyariin/status/1695865489640300652,abcdefu shopee cocoki,"['abcdefu', 'shopee', 'cocoki']","['abcdefu', 'shopee', 'cocoki']","['abcdefu', 'shopee', 'cocoki']",abcdefu shopee cocok,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9938501119613647}",0.9938501119613647
Sun Aug 27 18:24:28 +0000 2023,1695864874818232680,@alphabetha009 itu bae biar lu kgk bakal maem cocoki lgi,0,0,0,0,in,1300580331204952067,1695814122863301039,menacry,https://twitter.com/menacry/status/1695864874818232680,itu bae biar lu kgk bakal maem cocoki lgi,"['itu', 'bae', 'biar', 'lu', 'kgk', 'bakal', 'maem', 'cocoki', 'lgi']","['itu', 'bae', 'biar', 'lu', 'tidak', 'bakal', 'makan', 'cocoki', 'Sedang']","['bae', 'lu', 'makan', 'cocoki', 'Sedang']",bae lu makan cocok sedang,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9558927416801453}",0.9558927416801453
Sun Aug 27 18:23:50 +0000 2023,1695864717343154639,"wihh cocoki tudey mayan mudah, terpantau besok bakal gabut. https://t.co/lCJueSR2wZ",0,0,0,0,in,2380023020,1695864717343154639,jinggamuu,https://twitter.com/jinggamuu/status/1695864717343154639,wihh cocoki tudey mayan mudah terpantau besok bakal gabut,"['wihh', 'cocoki', 'tudey', 'mayan', 'mudah', 'terpantau', 'besok', 'bakal', 'gabut']","['wihh', 'cocoki', 'tudey', 'mayan', 'mudah', 'terpantau', 'besok', 'bakal', 'gabut']","['wihh', 'cocoki', 'tudey', 'mayan', 'mudah', 'terpantau', 'besok', 'gabut']",wihh cocok tudey mayan mudah pantau besok gabut,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9906258583068848}",0.9906258583068848
Sun Aug 27 18:23:35 +0000 2023,1695864654231429522,"shopee cocoki hari ini gak gue rekam anjeenggggg. first try langsung selesai, niatnya mau cari tau di mana palungnya dulu, eh malah kelar :'  tapi ini agak gampang hari ini, maennya cuma bagian atas aja (tentunya dari pinggirannya dulu)+tumpukan yg kayak balok. udah, gitu aja. https://t.co/hqaUiWV6Ld",0,0,0,0,in,2362763757,1695864654231429522,copaceticccc,https://twitter.com/copaceticccc/status/1695864654231429522,shopee cocoki hari ini gak gue rekam anjeenggggg first try langsung selesai niatnya mau cari tau di mana palungnya dulu eh malah kelar tapi ini agak gampang hari ini maennya cuma bagian atas aja tentunya dari pinggirannya dulutumpukan yg kayak balok udah gitu aja,"['shopee', 'cocoki', 'hari', 'ini', 'gak', 'gue', 'rekam', 'anjeenggggg', 'first', 'try', 'langsung', 'selesai', 'niatnya', 'mau', 'cari', 'tau', 'di', 'mana', 'palungnya', 'dulu', 'eh', 'malah', 'kelar', 'tapi', 'ini', 'agak', 'gampang', 'hari', 'ini', 'maennya', 'cuma', 'bagian', 'atas', 'aja', 'tentunya', 'dari', 'pinggirannya', 'dulutumpukan', 'yg', 'kayak', 'balok', 'udah', 'gitu', 'aja']","['shopee', 'cocoki', 'hari', 'ini', 'tidak', 'saya', 'rekam', 'anjing', 'first', 'try', 'langsung', 'selesai', 'niatnya', 'mau', 'cari', 'tahu', 'di', 'mana', 'palungnya', 'dulu', 'eh', 'malah', 'kelar', 'tetapi', 'ini', 'agak', 'gampang', 'hari', 'ini', 'maennya', 'cuma', 'bagian', 'atas', 'saja', 'tentunya', 'dari', 'pinggirannya', 'dulutumpukan', 'yang', 'seperti', 'balok', 'sudah', 'begitu', 'saja']","['shopee', 'cocoki', 'rekam', 'anjing', 'first', 'try', 'langsung', 'selesai', 'niatnya', 'cari', 'palungnya', 'kelar', 'gampang', 'maennya', 'pinggirannya', 'dulutumpukan', 'balok']",shopee cocok rekam anjing first try langsung selesai niat cari palung kelar gampang maennya pinggir dulutumpukan balok,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9876041412353516}",0.9876041412353516
Sun Aug 27 18:18:25 +0000 2023,1695863353963622890,gw bingung banget ada temen yg menang cocoki sampe enam kali????,0,0,0,0,in,1393452114332946437,1695861503273115734,mirxxn,https://twitter.com/mirxxn/status/1695863353963622890,gw bingung banget ada temen yg menang cocoki sampe enam kali,"['gw', 'bingung', 'banget', 'ada', 'temen', 'yg', 'menang', 'cocoki', 'sampe', 'enam', 'kali']","['gw', 'bingung', 'banget', 'ada', 'temen', 'yang', 'menang', 'cocoki', 'sampe', 'enam', 'kali']","['gw', 'bingung', 'banget', 'temen', 'menang', 'cocoki', 'sampe', 'enam', 'kali']",gw bingung banget temen menang cocok sampe enam kali,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9270983338356018}",0.9270983338356018
Sun Aug 27 18:14:14 +0000 2023,1695862299498786930,Cocoki ngentot,0,3,0,3,in,573349703,1695862299498786930,underaliascj,https://twitter.com/underaliascj/status/1695862299498786930,cocoki ngentot,"['cocoki', 'ngentot']","['cocoki', 'ngentot']","['cocoki', 'ngentot']",cocok ngentot,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9056960940361023}",0.9056960940361023
